,year,name,project_title,category,fair_country,fair_state,fair_province,awards,project_abstract_link,won_awards,num_awards
7360,2019,"Volkova, Anna (School: Gymnasium #2)",How Plants Respond to Heavy Metal: Insights from Genes and Metabolites,Plant Sciences,Ukraine,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17537,False,0
7361,2019,"Kharasakhal, Olha (School: Mariupol Technical Lyceum)",DOPA Reaction with Vacuum Filtration as a New Method for Diagnosing of Circulating Melanoma Cells and Metastasis,Translational Medical Science,Ukraine,,,"['National Center Junior Academy of Sciences of Ukraine: UN Sustainable Development Goal Award $1000.00', 'Fourth Award of $500']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17538,True,2
7362,2019,"Akintunde, Favour (School: Zee Excellent Schools)
                                        <br>
                                     Ojuolape, Olayinka (School: Zee Excellent Schools)",Ultrasonic Aided Cutter,Engineering Mechanics,Nigeria,,Edo State,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17539,False,0
7363,2019,"Ravichandran, Shruthi (School: Hathaway Brown School)",Site-Specific Delivery of Immune Agonists for Antitumoral Response of the Tumor Microenvironment,Translational Medical Science,United States of America,OH,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17540,False,0
7364,2019,"Xin, Alison (School: Hathaway Brown School)",Improving Affinity-Based Drug Delivery with Convenient Computational Models,Chemistry,United States of America,OH,,"['Shanghai STEM Cloud Center: STEMCloud Award of $1800 in Engineering Mechanics', 'American Statistical Association: First Award of $1,500', 'King Abdul-Aziz &amp;amp', 'his Companions Foundation for Giftedness and Creativity: Award of $1500 in Intelligent-Based Solutions in Cyber-security']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17541,True,4
7365,2019,"Cheng, Shu-Yun (School: Taipei Fuhsing Private School)",Novel Luciferase-Fluorescent Nanodiamond Assay for Cytotoxic Evaluation of Chemotherapy Drugs in Cancer and Mesenchymal Stem Cells,Materials Science,Chinese Taipei,,,"['Third Award of $1,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17543,True,1
7366,2019,"Liu, Haohui (School: Raffles Girls School (Secondary))",Data Analytics for Fake News Detection,Robotics and Intelligent Machines,Singapore,,,['Fourth Award of $500'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17544,True,1
7367,2019,"Marazanye, Vongayi (School: High Achievers Coach Educational Centre)",Water Purification by Capillary Action in Paper Towels,Chemistry,Zimbabwe,,,"['Third Award of $1,000', 'American Chemical Society: Certificate of Honorable Mention']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17545,True,2
7368,2019,"Whitehead, Victoria (School: Holy Spirit Catholic High School)",G-Force: Angles Helping Pilots Go Faster ,Physics and Astronomy,United States of America,AL,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17546,False,0
7369,2019,"Lawal, Balikis (School: Doregos Private Academy)",Ficus exasperata Vahl: A Health Resource for Diabetes,Translational Medical Science,Nigeria,,Edo State,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17547,False,0
7370,2019,"Olufunminiyi, Isaac (School: Doregos Private Academy)
                                        <br>
                                     Ubaezuonu-Christian , Princess (School: Doregos Private Academy)",Safety and Communication Device for Motorbike,Embedded Systems,Nigeria,,Edo State,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17548,False,0
7371,2019,"de Castro, Maria Miguel (School: Escola Secundaria Julio Dinis)
                                        <br>
                                     Silva Cruz, Patrícia (School: Escola Secundaria Julio Dinis)
                                        <br>
                                     Silva Gomes, Joao Pedro   (School: Escola Secundaria Julio Dinis)",From Waste to Bioplastic: Sustainable Production of Bioplastic,Environmental Engineering,Portugal,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17551,False,0
7372,2019,"Guiles, Kylie (School: Mancos High School )",Are We Butchering the Effectiveness of Antibiotics?,Microbiology,United States of America,CO,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17553,False,0
7373,2019,"Lysin, Serhii (School: Polytechnic Lyceum NTUU ""KPI"")",Fast Technology of Automatic Markup and Teaching a Robot to Recognize Objects,Robotics and Intelligent Machines,Ukraine,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17554,False,0
7374,2019,"Luo, Chih-I (School: Taipei Fuhsing Private School)",Bamboo as a New Thermoelectric Material ,Energy: Physical,Chinese Taipei,,,"['Second Award of $1,500']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17556,True,1
7375,2019,"Cheng, Zong-Hong (School: The Affiliated Senior High School of National Taiwan Normal University)",Finding Chebyshev-Type Functions,Mathematics,Chinese Taipei,,,"['American Mathematical Society: Second Award of $1,000', 'Third Award of $1,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17557,True,2
7376,2019,"Chen, Bo-Rong (School: Taichung First Senior High School)",Methylated Glutamic-Oxaloacetic Transaminase-2: A Therapeutic Target for Pancreatic Cancer,Biomedical and Health Sciences,Chinese Taipei,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17560,False,0
7377,2019,"Padiyath, Manashree (School: Woodbury High School)",Thyme and Thyme Again! Investigation of Synergistic Antimicrobial Activity of Thymus vulgaris Essential Oil in Combination with 'Superfood' Essential Oils,Microbiology,United States of America,MN,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17561,False,0
7378,2019,"Chen, Yun-Chi (School: Taipei First Girls High School)",EpCAM Enhances Gefitinib-induced Drug Resistance in Colon Cancer Cells,Cellular and Molecular Biology,Chinese Taipei,,,"['Third Award of $1,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17562,True,1
7379,2019,"Erdag, Deniz (School: Little Rock Central High School)",The Flight of Arrows,Physics and Astronomy,United States of America,AR,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17564,False,0
7380,2019,"Hsiung, Tsung-Tien (School: Taipei First Girls High School)",The Neural Mechanisms Underlying the Other Race Effect for Expression Perception,Behavioral and Social Sciences,Chinese Taipei,,,"['Third Award of $1,000', 'American Psychological Association: Third Award of $500']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17566,True,2
7381,2019,"Fan, Chieh-Hsiang (School: The Affiliated Senior High School of National Taiwan Normal University)
                                        <br>
                                     Hsiao, Bo-Jhih (School: The Affiliated Senior High School of National Taiwan Normal University)",Remote Heavy Rainfall from Tropical Cyclone,Earth and Environmental Sciences,Chinese Taipei,,,['American Meteorological Society: Certificate of Honorable Mention'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17568,True,1
7382,2019,"Tan, Yee Lin (School: National Junior College)",Nature Inspired Bactericidal Nanotextured Surfaces with ZnO Nanostructures,Microbiology,Singapore,,,"['Third Award of $1,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17569,True,1
7383,2019,"Chen, Huai-Pu (School: Keelung Municipal Anle Senior High School)",The Development and Application of Harvesting Kinetic Energy from Marine Fish,Engineering Mechanics,Chinese Taipei,,,"['Second Award of $1,500']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17570,True,1
7384,2019,"Osafo, Kwadwo (School: United World College International School of Asia, Karuizawa, Japan)",Optimizing Driving Algorithms for High Speed Autonomous Ambulances,Robotics and Intelligent Machines,Ghana,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17572,False,0
7385,2019,"Jain, Arjun (School: Catlin Gabel School)",A Novel Nanomaterial as a Multifunctional Contrast Agent for Targeted X-ray and Fluorescent Biomedical Imaging,Biomedical Engineering,United States of America,OR,,['Air Force Research Laboratory on behalf of the United States Air Force: First Award of $750 in each Intel ISEF Category'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17574,True,1
7386,2019,"Yang, Vincent (School: Radford School)",Employing Computer Vision to Provide Artificial Eyes for the Visually Impaired and Blind,Biomedical Engineering,United States of America,TX,,['International Council on Systems Engineering - INCOSE: Certificate of Honorable Mention'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17575,True,1
7387,2019,"Gasdaska, Christian (School: Susquenita High School)",Aerodynamic Bicycle,Engineering Mechanics,United States of America,PA,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17576,False,0
7388,2019,"Chang, Yu-Hsien (School: Taipei First Girls High School)
                                        <br>
                                     Chien, Wei-Ying (School: Taipei First Girls High School)",Morphology Effects of Electrocatalytic Carbon Dioxide Reduction onto Copper/Silver Bimetallic Nanostructures,Chemistry,Chinese Taipei,,,['Fourth Award of $500'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17579,True,1
7389,2019,"Alonso Monasterio , Maitane (School: Avellaneda Ikastetxea)","Food Preservation, Not Perversion: Development of a New Preservation Method for Alimentary Products",Microbiology,Spain,,Barcelona,"['ASU Rob and Melani Walton Sustainability Solutions Service: Award of $1,000', 'Second Award of $1,500']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17580,True,2
7390,2019,"Saygin, Beril (School: Keystone School)",G-CSF as a Preventative Treatment for Traumatic Brain Injury in Drosophila melanogaster,Translational Medical Science,United States of America,TX,,['University of Arizona: Renewal Tuition Scholarship'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17581,True,1
7391,2019,"Krishna, Parthiv (School: Minnetonka High School)","Robust Autonomous Micro Aerial Vehicle (MAV) Navigation with Onboard, Environment-Agnostic, Multi-Sensor SLAM",Robotics and Intelligent Machines,United States of America,MN,,"['National Aeronautics and Space Administration: Honorable Mention', 'International Council on Systems Engineering - INCOSE: Certificate of Honorable Mention']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17584,True,2
7392,2019,"Alam, Brendan (School: College Park High School)",Implementing EconoPhysics to Predict Mixed Migration,Mathematics,United States of America,TX,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17585,False,0
7393,2019,"Jostes, Haley (School: Stillwater Area High School)",Combating Undernutrition in Developing Countries with a Compact Aeroponics System Utilizing Contaminated Water,Plant Sciences,United States of America,MN,,"['Air Force Research Laboratory on behalf of the United States Air Force: First Award of $750 in each Intel ISEF Category', 'Third Award of $1,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17586,True,2
7394,2019,"Thompson, Laura (School: Mountain Vista Governor's School)",The Effect of a Genetic Algorithm on Traffic Efficiency,Robotics and Intelligent Machines,United States of America,VA,,"['Third Award of $1,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17587,True,1
7395,2019,"Cheng, Josiah (School: Queensland Academy for Science, Mathematics and Technology)",The Effects of Sugar Alcohols on S. epidermidis and M. luteus,Microbiology,Australia,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17589,False,0
7396,2019,"Tanaka, Taito (School: National Institute of Technology, Yonago College)",Development of the Gypsum Board Materials Containing Eggshell Aiming at the Solution of Sick Building Syndrome,Materials Science,Japan,,,"['Third Award of $1,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17590,True,1
7397,2019,"Lake, Lucy (School: Barker College)",Phase 3: A High Performance Rowing Oar with Design Inspired by Biomimicry ,Engineering Mechanics,Australia,,,"['Second Award of $1,500', 'Patent and Trademark Office Society: Second Award of $500']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17591,True,2
7398,2019,"A. Natour, Tala (School: Jubilee School)
                                        <br>
                                     Alqudah, Rand (School: Jubilee School)",Removal of Nickel Ions from Electroplating Wastewater Using Nano-Kaolinite Extracted from Sweileh Sand Deposits,Chemistry,Jordan,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17592,False,0
7399,2019,"Ballou, Ryan (School: Carroll High School)",Improved Efficacy of Sulfadimethoxine with Herbal Supplements to Inhibit the Growth of Paramecium aurelia,Microbiology,United States of America,OH,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17594,False,0
7400,2019,"Yap, Jovan (School: Dunman High School)",Effectiveness of Detergents Analysed Using Rotating Magnetic Nanoparticles,Materials Science,Singapore,,,"['Third Award of $1,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17595,True,1
7401,2019,"Bolli, Robi (School: duPont Manual High School)","Physiologic Oxygen Tension Enhances Proliferation, Resistance to Hypoxic Stress, and Telomerase Activity of Mouse Cardiac Mesenchymal Stem Cells",Cellular and Molecular Biology,United States of America,KY,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17596,False,0
7402,2019,"Solomianiuk, Dmytro (School: Lviv Lyceum of Technology)",Cleaning Up the Environment from Plastic by Encapsulated Bacteria,Environmental Engineering,Ukraine,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17598,False,0
7403,2019,"Mire, Hallee  (School: Catholic High School)","Good Night Sleep Tight: A Study of the Impact of Co-Sleeping on the Child, the Mother, and the Parental Relationship",Behavioral and Social Sciences,United States of America,LA,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17600,False,0
7404,2019,"Al Qousi, Mira (School: Jubilee School)
                                        <br>
                                     Gazlate, Mo'Men (School: Jubilee School)",SHAMA: Strabismus Horner Anisocoria Miosis Application,Translational Medical Science,Jordan,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17601,False,0
7405,2019,"Barboza Hernandez, Marlitt (School: Jose de San Martin)
                                        <br>
                                     Vasquez Meza, Stefany (School: Jose de San Martin)",Comparison of Substrates in Sexual Propagation of the Quina Tree (Cinchona officinalis),Plant Sciences,Peru,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17604,False,0
7406,2019,"Huaman Quintana, Karen  (School: Luis Alberto Sanchez)
                                        <br>
                                     Quispe Laura, Jhorch (School: Luis Alberto Sanchez)",Classroom 2.0,Systems Software,Peru,,,"['ASU Rob and Melani Walton Sustainability Solutions Service: Award of $1,000', 'GoDaddy: $1,000 Working Fearlessly Award', 'Fourth Award of $500']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17606,True,3
7407,2019,"Manosalva Diaz, Fiorella (School: High Performance College of Cajamarca)
                                        <br>
                                     Paredes Aquino, Antonella (School: High Performance College of Cajamarca)",Indigenism in Peru of the XX Century,Behavioral and Social Sciences,Peru,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17607,False,0
7408,2019,"Melendez, Jeancarlos (School: Jose Rojas Cortes)",Optimized Homemade Water Purification System: The Solution to the Worldwide Potable Crisis,Environmental Engineering,Puerto Rico,,,"['U.S. Agency for International Development: USAID Science for Development First Place Award of $5,000.']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17611,True,1
7409,2019,"Acevedo Rivera, Raphael  (School: Escuela Superior Especializada Vocacional Agricola de Corozal Pablo David Burgos Marrero)",The Use of Manihot esculenta Starch for  Inhibition and Prevention of Bacterial Growth,Microbiology,Puerto Rico,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17612,False,0
7410,2019,"Raghav, Sreelakshmi (School: Little Rock Central High School)",Assessment of Allium sativum and Persea americana as a Natural Corrosion Inhibitor on Carbon Steel,Chemistry,United States of America,AR,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17613,False,0
7411,2019,"Therezo, Vitor (School: Escola Americana de Campinas)",The Effects of Temperature on Hydrogen Fuel Cell Efficiency,Energy: Chemical,Brazil,,State of Sao Paulo,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17614,False,0
7412,2019,"Meier, Tiarra (School: Danthonia Home School)
                                        <br>
                                     Zimmerman, Anne (School: Danthonia Home School)",Soil Biology: Is It the Missing Link in Pasture Production? Evaluating the Effects of Biological and Chemical Amendments on Soil Biology and Pasture Biomass Production,Plant Sciences,Australia,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17615,False,0
7413,2019,"Chakmakjian, Caleb (School: Live Oak Classical School)
                                        <br>
                                     Tyson, Wyatt (School: Live Oak Classical School)",Hybrid Rocket Engine,Engineering Mechanics,United States of America,TX,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17616,False,0
7414,2019,"Muhyi, Mustafa (School: Las Cruces High School)",Emotional Interactive Storytelling Robots: An Interactive Design of an Upper Limb Motor Re-learning Method for Neurological Diseases,Behavioral and Social Sciences,United States of America,NM,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17617,False,0
7415,2019,"Priyahita, Putu Diwyandaani  (School: Denpasar 7th State Senior High School )",Exploration Study of the Potential of Microalgae Spirulina maxima as a Source of Renewable Electric Energy Based on Dye Sensitized Solar Cell,Energy: Chemical,Indonesia,,Jakarta,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17619,False,0
7416,2019,"Yam, Natalie (School: Anglo-Chinese School (Independent))",Origami Paper Parachutes in HADR Operations,Engineering Mechanics,Singapore,,,['Fourth Award of $500'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17620,True,1
7417,2019,"Samanta, Michaela (School: Smak Penabur)",C-Rice: Computational and Experimental Design Development of Transgenic Rice to Fulfill the Nutritional Demand of Carnosine in Human,Plant Sciences,Indonesia,,Jakarta,['Patent and Trademark Office Society: Second Award of $500'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17622,True,1
7418,2019,"Armas Santisteban, Juan (School: Benjamin Franklin)
                                        <br>
                                     Santisteban Rodriguez, Claudia (School: Benjamin Franklin)",Second Generation Biofuel from the Reuse of Discarded Citrus Fruits,Energy: Chemical,Peru,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17625,False,0
7419,2019,"Dominguez, Jaime (School: Jose Rojas Cortes)",The Effect of Annona muricata (Soursop) Leaf Extract on Colon Cancer Cells,Biomedical and Health Sciences,Puerto Rico,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17628,False,0
7420,2019,"Rodriguez Rodriguez, Patricia (School: Dr. Pedro Albizu Campus)",Analysis of the Anthocyanin of Vaccinium myrtillus as an Effective Anti-Inflammatory in Human Primary Cells of Asthmatic Bronchial Smooth Muscle,Biochemistry,Puerto Rico,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17629,False,0
7421,2019,"Saenz, Sebastian (School: College Park High School)",Faraday's Return,Physics and Astronomy,United States of America,TX,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17630,False,0
7422,2019,"Torres Rios , Kevin  (School: Dr. Pedro Albizu Campus)",The First Treatment with Silica Nanoparticles (SiO2) Loaded with Ruthenium (Ru(bpy)32+) to Eliminate Pancreatic Cancer Cells ,Biomedical Engineering,Puerto Rico,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17631,False,0
7423,2019,"Moreu Muniz, Fabiola  (School: Dr. Pedro Albizu Campus)",The Cure in a Algae: Arthrosphira spirulina as a Suppresive Substance of Cell Line SKOV3 of Ovarian Cancer through Photodynamic Technique,Biomedical and Health Sciences,Puerto Rico,,,['Arizona State University: Arizona State University Intel ISEF Scholarship'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17633,True,1
7424,2019,"Medina, Sebastian (School: Brigida Alvarez Rodriguez Mathematics and Science High School)",Alternate Vehicular Traffic Direction System Utilizing Solar Energy,Engineering Mechanics,Puerto Rico,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17634,False,0
7425,2019,"Arroyo-Gonzalez, Natalia (School: CROEM HS)",Selective Phase Corrosion of Al-Cu Alloys to Fabricate Porous Metals,Materials Science,Puerto Rico,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17635,False,0
7426,2019,"Rusakevych, Sofiia (School: Chemical Ecological Lyceum)","The New ""Smart"" Corrosion Protective Pigment based on Tripolyphosphate-intercalated Zn-Al Layered Double Hydroxide: Synthesis and Characterisation",Chemistry,Ukraine,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17636,False,0
7427,2019,"Shah, Pooja (School: West Shore Junior/Senior High School)",Density Dependent Signaling in the Model Eukaryote Chlamydomonas reinhardtii,Plant Sciences,United States of America,FL,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17637,False,0
7428,2019,"Santiago, Daniel (School: Centro Residencial de Oportunidades Educativas de Mayagüez)","Loop Spaces, P-Curvature, and Homotopy",Mathematics,Puerto Rico,,,"['National Security Agency Research Directorate : First Place Award ""Mathematics"" $1,500', 'Fourth Award of $500']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17640,True,2
7429,2019,"Lugaro, Hector (School: Centro Residencial de Oportunidades Educativas de Mayagüez)",Analysis of Pythagorean Triples and a Generating Formula,Mathematics,Puerto Rico,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17641,False,0
7430,2019,"Gavin, Thor (School: Academy of Excellence)",Asguardian Cyber: A Customized Cybersecurity Program to Prevent Intrusions from Hackers,Systems Software,United States of America,AZ,,['University of Arizona: Renewal Tuition Scholarship'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17642,True,1
7431,2019,"Shirmer, Adele (School: Susquenita High School)",Beetles Beware: Effects of Various Biopesticides on Callosobruchus maculatus Behavior,Earth and Environmental Sciences,United States of America,PA,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17643,False,0
7432,2019,"Sairajeev, Sasha (School: The Carol Martin Gatton Academy of Mathematics and Science in Kentucky)","Synthesis and Characterization of Platinum Anticancer Compound Oxalato (1,4-dimethylpiperzine) Platinum(II)",Biochemistry,United States of America,KY,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17644,False,0
7433,2019,"Gupta, Avi (School: Catlin Gabel School)",Development of MicroCT Techniques for Quantifying Thrombus Formation in Cardiovascular Biomaterials,Materials Science,United States of America,OR,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17645,False,0
7434,2019,"Ray, Astha (School: Dallastown Area High School)",The Role of Cholesterol in Hantavirus Entry and Infection of Host Cells,Microbiology,United States of America,PA,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17646,False,0
7435,2019,"Render, Elaina (School: duPont Manual High School)",The Effects of Sugar Substitutes and Prebiotics on the Virulence of Gastrointestinal Bacteria,Microbiology,United States of America,KY,,['Air Force Research Laboratory on behalf of the United States Air Force: First Award of $750 in each Intel ISEF Category'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17651,True,1
7436,2019,"Zhao, Jacob (School: Bend Science Station)","Aluminum, Batteries, and Carbon",Energy: Chemical,United States of America,OR,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17652,False,0
7437,2019,"Arora, Shreeya (School: duPont Manual High School)",Classifying Cancer Using Machine Learning in Order for CRISPR/Cas9 Technology to Be More Effective,Computational Biology and Bioinformatics,United States of America,KY,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17654,False,0
7438,2019,"Halim , Angeline  (School: Yogyakarta 8th State Senior High School)
                                        <br>
                                     Paramarthastri, Anglila (School: Yogyakarta 8th State Senior High School)",TEMEN (Terapi Autisme Online) : An Online Autism Therapy with YouTube ,Behavioral and Social Sciences,Indonesia,,Jakarta,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17655,False,0
7439,2019,"Jun, Claire (School: Hoover High School)",Liposome Nanoparticle for the Treatment of Vascular Diseases,Chemistry,United States of America,AL,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17656,False,0
7440,2019,"Aggarwal, Varun (School: Lake Highland Preparatory School)",Exploring a Novel Method of Foveated Rendering in Virtual Reality with an Object Based Approach,Systems Software,United States of America,FL,,['Association for Computing Machinery: Fourth Award of $500'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17657,True,1
7441,2019,"Morgan, Anna (School: duPont Manual High School)",Engineering an Automated Chloramine Testing Device,Embedded Systems,United States of America,KY,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17659,False,0
7442,2019,"Saputra, Gardin Muhammad (School: Boyolangu 1st State Senior High School, Tulungagung)",Gold Nanoring Sensing Membrane Application for Hydrogen Peroxide Detection as Myocardial Marker Study,Materials Science,Indonesia,,Jakarta,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17660,False,0
7443,2019,"Merino-Gardez, Jose (School: Transmountain Early College High School)
                                        <br>
                                     Zhang, Min Dong (School: Transmountain Early College High School)",Synthesis of Silver Nanoparticles and Their Effects on Cancer Cells,Chemistry,United States of America,TX,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17661,False,0
7444,2019,"Galasso, Damian (School: Galasso Homeschool)","Growth Promotion and Yield Enhancement of Crop Seeds with Plant Products: Effects of Extracts, Endophytic Symbionts, and Endosperm",Plant Sciences,United States of America,AZ,,"['University of Arizona: Renewal Tuition Scholarship', 'Third Award of $1,000']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17662,True,2
7445,2019,"Chinoda, Vivian (School: Queen Elizabeth Girls' High School)",Biochar Technology: A Carbon-Negative Energy System,Energy: Chemical,Zimbabwe,,,"['Arizona Public Service Company: Third Award of $1,000', 'Fourth Award of $500']",https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17663,True,2
7446,2019,"Ahmad Fahidin, Ariff Haziq  (School: MRSM Langkawi)",Supercapacitor Electrodes Synthesised from Aquilaria Malaccensis Bagass,Energy: Chemical,Malaysia,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17665,False,0
7447,2019,"Estes, Landon (School: Latta High School)",Optimizing Bioethanol Production from Eastern Red Cedar Sawdust,Energy: Chemical,United States of America,OK,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17667,False,0
7448,2019,"Akyol, Ipek (School: Izmir Ozel Ege Lisesi)
                                        <br>
                                     Kemer, Nilufer (School: Izmir Ozel Ege Lisesi)",A Novel Approach on G6PD Enzyme Deficiency Treatment: Drug Repurposing,Computational Biology and Bioinformatics,Turkey,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17669,False,0
7449,2019,"Laher, Shaziyah (School: Nizamiye Al Azhar Institute)",Organic Biodegradable Alternative to Plastic,Chemistry,South Africa,,,['Fourth Award of $500'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17670,True,1
7450,2019,"Jeckel, Prescott (School: Delavan High School)",The T/Ha Yield Potential of Simulated Herbicide Drift on Glycine max,Plant Sciences,United States of America,IL,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17671,False,0
7451,2019,"Van Niekerk, Keira (School: Northcliff High School)",The Transfer of Electricity Using Induction Coils,Energy: Physical,South Africa,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17672,False,0
7452,2019,"Cisneros Figueroa, Nimar (School: Colegio Puertorriqueno de Ninas)", Study of the Effect of Different Concentrations of Solanum torvum on Staphylococcus aureus,Microbiology,Puerto Rico,,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17673,False,0
7453,2019,"Ahsan, Samya (School: UTRGV Mathematics and Science Academy)",Development of Piezoelectric Nonwoven Polymer Composites Fibers ,Materials Science,United States of America,TX,,[],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17674,False,0
7454,2019,"Schlauch, Marcus (School: Clear Brook High School)",Portable Graphene Oxide Desalination,Engineering Mechanics,United States of America,TX,,['Fourth Award of $500'],https://abstracts.societyforscience.org/Home/FullAbstract?ProjectId=17675,True,1
